ORDER,CLUSTER,DOMAIN,TOKEN,R,ROC_AUC
1,6,MEMORY,memory,0.19900353986731328,0.6477963918860137
1,6,MEMORY,episodic_memory,0.17462108238177626,0.6477963918860137
1,6,MEMORY,declarative_memory,0.1729327776044224,0.6477963918860137
1,6,MEMORY,recognition_memory,0.16234951733932065,0.6477963918860137
1,6,MEMORY,remembering,0.15781265092995447,0.6477963918860137
1,6,MEMORY,emotion,0.15773326557977307,0.6477963918860137
1,6,MEMORY,fear,0.15327016779785751,0.6477963918860137
1,6,MEMORY,recognition,0.14406646706798507,0.6477963918860137
1,6,MEMORY,emotional_memory,0.14370308821747751,0.6477963918860137
1,6,MEMORY,encoding,0.14086712549031652,0.6477963918860137
1,6,MEMORY,retrieval,0.13705284277121074,0.6477963918860137
1,6,MEMORY,valence,0.13510118121689618,0.6477963918860137
1,6,MEMORY,facial_expression,0.13379308909312765,0.6477963918860137
2,4,REWARD,reward,0.2573791447573881,0.6179059185506741
2,4,REWARD,reward_processing,0.20399459147722826,0.6179059185506741
2,4,REWARD,reward_anticipation,0.1924333222706341,0.6179059185506741
2,4,REWARD,anticipation,0.18468106975310072,0.6179059185506741
2,4,REWARD,monetary_incentive_delay_task,0.15819739571296204,0.6179059185506741
2,4,REWARD,reward_learning,0.12406205369967747,0.6179059185506741
2,4,REWARD,expectancy,0.12060044747235568,0.6179059185506741
2,4,REWARD,instrumental_conditioning,0.119407086647148,0.6179059185506741
3,5,COGNITION,monitoring,0.13249034842620178,0.5916443113573466
3,5,COGNITION,cognitive_control,0.11320690930270233,0.5916443113573466
3,5,COGNITION,arousal,0.1125768291751125,0.5916443113573466
3,5,COGNITION,cognitive_process,0.10865387089104844,0.5916443113573466
3,5,COGNITION,reaction_time,0.1054710995613593,0.5916443113573466
3,5,COGNITION,retrieval,0.1045651935921492,0.5916443113573466
3,5,COGNITION,decision_making,0.10282005228648568,0.5916443113573466
3,5,COGNITION,strategy,0.10026021561634688,0.5916443113573466
3,5,COGNITION,error_detection,0.09959116342838098,0.5916443113573466
3,5,COGNITION,context,0.09791290623674112,0.5916443113573466
3,5,COGNITION,valence,0.09756558898699982,0.5916443113573466
3,5,COGNITION,cognitive,0.09651584914035688,0.5916443113573466
3,5,COGNITION,manipulation,0.09520927800756199,0.5916443113573466
4,1,VISION,recognition,0.14784553175873508,0.6230334514221273
4,1,VISION,face_perception,0.14776418230308105,0.6230334514221273
4,1,VISION,familiarity,0.13963674528340472,0.6230334514221273
4,1,VISION,vision,0.13616896494396194,0.6230334514221273
4,1,VISION,object_recognition,0.1348711656214491,0.6230334514221273
4,1,VISION,retrieval,0.13375043754949656,0.6230334514221273
4,1,VISION,visual_perception,0.12232781607421694,0.6230334514221273
4,1,VISION,memory,0.11951591871385635,0.6230334514221273
4,1,VISION,remembering,0.116622697027687,0.6230334514221273
5,3,MANIPULATION,execution,0.18448562376720568,0.6029732723633427
5,3,MANIPULATION,hand,0.1466462052778848,0.6029732723633427
5,3,MANIPULATION,movement,0.14060437624656674,0.6029732723633427
5,3,MANIPULATION,working_memory,0.13295662453158152,0.6029732723633427
5,3,MANIPULATION,manipulation,0.1318277155088201,0.6029732723633427
5,3,MANIPULATION,rehearsal,0.12409412492133633,0.6029732723633427
5,3,MANIPULATION,attention,0.1219592664161589,0.6029732723633427
5,3,MANIPULATION,spatial_attention,0.12075395417822993,0.6029732723633427
5,3,MANIPULATION,action,0.12021722131253736,0.6029732723633427
5,3,MANIPULATION,covert,0.1182665017502699,0.6029732723633427
5,3,MANIPULATION,motor_control,0.11815101350606465,0.6029732723633427
5,3,MANIPULATION,strategy,0.11483224192560818,0.6029732723633427
5,3,MANIPULATION,reaction_time,0.11454331398938332,0.6029732723633427
5,3,MANIPULATION,grasping,0.11410370265830158,0.6029732723633427
5,3,MANIPULATION,planning,0.11208918987796884,0.6029732723633427
6,2,LANGUAGE,speech,0.2505017864115216,0.6406754196656546
6,2,LANGUAGE,hearing,0.2424270352568145,0.6406754196656546
6,2,LANGUAGE,listening,0.2356167544562679,0.6406754196656546
6,2,LANGUAGE,speech_perception,0.2258008213031976,0.6406754196656546
6,2,LANGUAGE,speech_processing,0.22223516460559584,0.6406754196656546
6,2,LANGUAGE,tone,0.17775330311076726,0.6406754196656546
6,2,LANGUAGE,language,0.17128949024624684,0.6406754196656546
6,2,LANGUAGE,music,0.1672589669397423,0.6406754196656546
6,2,LANGUAGE,passive_listening,0.163461270342239,0.6406754196656546
6,2,LANGUAGE,syllable,0.16192160715756015,0.6406754196656546
6,2,LANGUAGE,melody,0.15619071617391705,0.6406754196656546
6,2,LANGUAGE,speech_production,0.15569401616325712,0.6406754196656546
6,2,LANGUAGE,auditory_perception,0.15552326960252924,0.6406754196656546
6,2,LANGUAGE,language_processing,0.15544393135249687,0.6406754196656546
6,2,LANGUAGE,prosody,0.14113170928709673,0.6406754196656546
6,2,LANGUAGE,intonation,0.1351937967255936,0.6406754196656546
6,2,LANGUAGE,audition,0.13152511128096572,0.6406754196656546
6,2,LANGUAGE,pitch_discrimination,0.12699374281182085,0.6406754196656546
6,2,LANGUAGE,language_comprehension,0.12230031818016512,0.6406754196656546
6,2,LANGUAGE,articulation,0.115856477658238,0.6406754196656546
6,2,LANGUAGE,phonetics,0.11356390565961212,0.6406754196656546
6,2,LANGUAGE,word,0.11160037343971307,0.6406754196656546
6,2,LANGUAGE,semantic_processing,0.11034056783703136,0.6406754196656546
